"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","tern1"
"500","UniRef90_A5LQE2","Group","WT-Old",-1.33682243265258,0.241307502564311,1.3280568712246e-06,"GroupWT-Old",2.18013815980231e-05,51,49,"WT_Old depleted gene families"
"501","UniRef90_W1ULS4","Group","WT-Old",-1.22403720270413,0.221057274004504,1.34056903056372e-06,"GroupWT-Old",2.19628554947446e-05,51,50,"WT_Old depleted gene families"
"502","UniRef90_B1ICC9","Group","WT-Old",-2.93546468632861,0.530324861946569,1.34973580968925e-06,"GroupWT-Old",2.2068987103445e-05,51,41,"WT_Old depleted gene families"
"505","UniRef90_F9P610","Group","WT-Old",-1.06638864392609,0.192855988356221,1.37684579648452e-06,"GroupWT-Old",2.2378515440683e-05,51,50,"WT_Old depleted gene families"
"506","UniRef90_A5LKL0","Group","WT-Old",-1.22255917826631,0.221156025533999,1.38359016641707e-06,"GroupWT-Old",2.2443691869469e-05,51,50,"WT_Old depleted gene families"
"507","UniRef90_A0A0T8XDQ0","Group","WT-Old",-1.26061343165924,0.228101910212266,1.39078289449657e-06,"GroupWT-Old",2.25158698185954e-05,51,50,"WT_Old depleted gene families"
"509","UniRef90_UPI0005E28D57","Group","WT-Old",-1.37355395429915,0.248650324101609,1.40281630046891e-06,"GroupWT-Old",2.26302960975432e-05,51,48,"WT_Old depleted gene families"
"510","UniRef90_A0A139M844","Group","WT-Old",-1.64795127441948,0.298441725623572,1.41343156740215e-06,"GroupWT-Old",2.27479339318369e-05,51,47,"WT_Old depleted gene families"
"511","UniRef90_G3BFY9","Group","WT-Old",-1.17458534087461,0.212829206744456,1.4278474625178e-06,"GroupWT-Old",2.29349745055696e-05,51,51,"WT_Old depleted gene families"
"512","UniRef90_A0A0N0DPA2","Group","WT-Old",-1.00149462107506,0.181625254697991,1.45187450717575e-06,"GroupWT-Old",2.32753631931613e-05,51,50,"WT_Old depleted gene families"
"513","UniRef90_A0A356I8T8","Group","WT-Old",-1.39562302224167,0.25330604719432,1.47427099963133e-06,"GroupWT-Old",2.35424442898326e-05,51,50,"WT_Old depleted gene families"
"514","UniRef90_UPI0005E1BF93","Group","WT-Old",-2.73664276841592,0.496680493982521,1.47308246115683e-06,"GroupWT-Old",2.35424442898326e-05,51,48,"WT_Old depleted gene families"
"515","UniRef90_A0A0U0K8V5","Group","WT-Old",-1.08304303358097,0.196594863166231,1.47743520440822e-06,"GroupWT-Old",2.35471614714227e-05,51,50,"WT_Old depleted gene families"
"516","UniRef90_UPI000423B071","Group","WT-Old",-1.08236994510395,0.196668734684739,1.50567299739857e-06,"GroupWT-Old",2.3950705353968e-05,51,50,"WT_Old depleted gene families"
"519","UniRef90_A0A0E2Q0L1","Group","WT-Old",-2.80092205946924,0.509425945353484,1.53356616962596e-06,"GroupWT-Old",2.42067521544036e-05,51,45,"WT_Old depleted gene families"
"521","UniRef90_UPI0007692ACF","Group","WT-Old",-1.68042574845986,0.305745150998779,1.54432240440932e-06,"GroupWT-Old",2.43297472080455e-05,51,47,"WT_Old depleted gene families"
"522","UniRef90_A0A139N657","Group","WT-Old",-1.26780049027722,0.230841709553782,1.56623103950779e-06,"GroupWT-Old",2.46276328970881e-05,51,51,"WT_Old depleted gene families"
"523","UniRef90_A0A239SYR1","Group","WT-Old",-1.53671763866569,0.279990740336657,1.58588172377253e-06,"GroupWT-Old",2.48889429994741e-05,51,50,"WT_Old depleted gene families"
"525","UniRef90_A0A062WPY4","Group","WT-Old",-1.3886708211774,0.253247923762691,1.61352013908699e-06,"GroupWT-Old",2.50575701046971e-05,51,50,"WT_Old depleted gene families"
"529","UniRef90_UPI0005DB3300","Group","WT-Old",-1.04033926856535,0.189674214437762,1.60558780039926e-06,"GroupWT-Old",2.50575701046971e-05,51,51,"WT_Old depleted gene families"
"530","UniRef90_A0A100H653","Group","WT-Old",-1.18131155410755,0.215592390383267,1.63629697106825e-06,"GroupWT-Old",2.53409915821286e-05,51,50,"WT_Old depleted gene families"
"532","UniRef90_UPI0005E6767F","Group","WT-Old",-3.06635098452661,0.560408925341382,1.68052724584793e-06,"GroupWT-Old",2.59281346502252e-05,51,41,"WT_Old depleted gene families"
"533","UniRef90_A0A0Z8IN06","Group","WT-Old",-1.22547872343716,0.224045316514096,1.69127192472273e-06,"GroupWT-Old",2.60449530171185e-05,51,50,"WT_Old depleted gene families"
"536","UniRef90_E1M9P4","Group","WT-Old",-1.30907783889922,0.239442497784044,1.70642191017187e-06,"GroupWT-Old",2.61311773109902e-05,51,50,"WT_Old depleted gene families"
"538","UniRef90_A0A2X3VIM9","Group","WT-Old",-1.26590228250995,0.23189221354527,1.75516000429471e-06,"GroupWT-Old",2.66784320652797e-05,51,50,"WT_Old depleted gene families"
"539","UniRef90_A0A380L0W7","Group","WT-Old",-1.14730233542296,0.210151934535098,1.7528473300974e-06,"GroupWT-Old",2.66784320652797e-05,51,50,"WT_Old depleted gene families"
"541","UniRef90_A0A0F2CG87","Group","WT-Old",-1.30791935242673,0.240044648106274,1.81888507191905e-06,"GroupWT-Old",2.75959494830159e-05,51,50,"WT_Old depleted gene families"
"543","UniRef90_UPI00099E453C","Group","WT-Old",-1.36313282294476,0.250551411257616,1.87041666620156e-06,"GroupWT-Old",2.82732596614778e-05,51,50,"WT_Old depleted gene families"
"544","UniRef90_E1M870","Group","WT-Old",-1.27319104391865,0.234080687273915,1.87957407339663e-06,"GroupWT-Old",2.83594558721315e-05,51,50,"WT_Old depleted gene families"
"546","UniRef90_W1U0N5","Group","WT-Old",-2.69611519663188,0.496195460864942,1.91571936653191e-06,"GroupWT-Old",2.87989460814907e-05,51,49,"WT_Old depleted gene families"
"547","UniRef90_T0UUQ8","Group","WT-Old",-1.24337629093932,0.228980805186377,1.93911478572892e-06,"GroupWT-Old",2.90973567847586e-05,51,50,"WT_Old depleted gene families"
"549","UniRef90_W1XYD2","Group","WT-Old",-2.27118620411919,0.418903585114639,1.99530460914665e-06,"GroupWT-Old",2.98314394023236e-05,51,47,"WT_Old depleted gene families"
"550","UniRef90_B6CEE9","Group","WT-Old",-1.18305726989955,0.218303235730521,2.0119057433313e-06,"GroupWT-Old",3.00249497113879e-05,51,50,"WT_Old depleted gene families"
"551","UniRef90_A4W027","Group","WT-Old",-1.14343324599884,0.211164099152351,2.04275704304478e-06,"GroupWT-Old",3.04300359515636e-05,51,50,"WT_Old depleted gene families"
"552","UniRef90_A0A0T8AE86","Group","WT-Old",-4.34574319536345,0.803023226697844,2.06517990093262e-06,"GroupWT-Old",3.06866148716415e-05,51,39,"WT_Old depleted gene families"
"556","UniRef90_A0A139RFV8","Group","WT-Old",-1.29471376667397,0.239706936995559,2.14100653977641e-06,"GroupWT-Old",3.15729704273653e-05,51,49,"WT_Old depleted gene families"
"557","UniRef90_A0A380KYG1","Group","WT-Old",-1.16247655248734,0.21523258744679,2.14256146784143e-06,"GroupWT-Old",3.15729704273653e-05,51,49,"WT_Old depleted gene families"
"559","UniRef90_F9PUR6","Group","WT-Old",-1.26737055780459,0.234806346402054,2.16856414607548e-06,"GroupWT-Old",3.18418148675985e-05,51,49,"WT_Old depleted gene families"
"560","UniRef90_F9P8G6","Group","WT-Old",-1.3711905291364,0.254078925739529,2.17455599810913e-06,"GroupWT-Old",3.18727779151424e-05,51,50,"WT_Old depleted gene families"
"561","UniRef90_Q9Z4T9","Group","WT-Old",-1.2034265098039,0.223297740791422,2.23035498361601e-06,"GroupWT-Old",3.26323595463818e-05,51,49,"WT_Old depleted gene families"
"562","UniRef90_F9HED5","Group","WT-Old",-1.25396720544545,0.232822882437581,2.25661695499872e-06,"GroupWT-Old",3.29578504744297e-05,51,50,"WT_Old depleted gene families"
"564","UniRef90_A0A150NNZ5","Group","WT-Old",-0.999405366135196,0.185646121652318,2.2763747071209e-06,"GroupWT-Old",3.31285170142701e-05,51,50,"WT_Old depleted gene families"
"565","UniRef90_W1X5K4","Group","WT-Old",-1.76752034734,0.328380068054532,2.2829889981489e-06,"GroupWT-Old",3.31659711447897e-05,51,50,"WT_Old depleted gene families"
"567","UniRef90_UPI000449D70B","Group","WT-Old",-3.69652236400663,0.687510375870969,2.32944008231828e-06,"GroupWT-Old",3.37198327569797e-05,51,42,"WT_Old depleted gene families"
"568","UniRef90_W1YFI3","Group","WT-Old",-1.43152791698193,0.26627236225345,2.33343871905025e-06,"GroupWT-Old",3.37198327569797e-05,51,51,"WT_Old depleted gene families"
"570","UniRef90_A0A2X0QHV3","Group","WT-Old",-1.0813837906791,0.201246073929822,2.35548270216993e-06,"GroupWT-Old",3.38595481951153e-05,51,50,"WT_Old depleted gene families"
"571","UniRef90_UPI0005E6CEDE","Group","WT-Old",-1.08254538542551,0.201461205467257,2.35525800060059e-06,"GroupWT-Old",3.38595481951153e-05,51,51,"WT_Old depleted gene families"
"572","UniRef90_A0A0E9ETB8","Group","WT-Old",-1.32718059090124,0.247117386196311,2.37816837911069e-06,"GroupWT-Old",3.40663281950097e-05,51,50,"WT_Old depleted gene families"
"573","UniRef90_A0A0T8A9N7","Group","WT-Old",-1.27631264509499,0.23763543570175,2.3762358437295e-06,"GroupWT-Old",3.40663281950097e-05,51,50,"WT_Old depleted gene families"
"575","UniRef90_A0A139N960","Group","WT-Old",-1.37668659257811,0.256605865662485,2.42485136749756e-06,"GroupWT-Old",3.46142261294261e-05,51,49,"WT_Old depleted gene families"
"577","UniRef90_P59125","Group","WT-Old",-1.15112592469496,0.214654364054815,2.44398147922151e-06,"GroupWT-Old",3.47663777841424e-05,51,50,"WT_Old depleted gene families"
"578","UniRef90_UPI0005DCEDD8","Group","WT-Old",-0.905777073257845,0.169273920510252,2.54444380490228e-06,"GroupWT-Old",3.61328628903771e-05,51,51,"WT_Old depleted gene families"
"579","UniRef90_A0A0U0KLI5","Group","WT-Old",-1.23251608111205,0.230648758922665,2.60861903726716e-06,"GroupWT-Old",3.69802159894454e-05,51,49,"WT_Old depleted gene families"
"580","UniRef90_T0U1K5","Group","WT-Old",-1.46716176102636,0.274957061849271,2.67865276992055e-06,"GroupWT-Old",3.79075550612205e-05,51,47,"WT_Old depleted gene families"
"582","UniRef90_U2KG74","Group","WT-Old",-1.40128070597992,0.262944525902384,2.74163652141775e-06,"GroupWT-Old",3.86655542402009e-05,51,49,"WT_Old depleted gene families"
"583","UniRef90_W1VCI7","Group","WT-Old",-1.55436203566679,0.291757139959314,2.75670390453605e-06,"GroupWT-Old",3.88113647485968e-05,51,50,"WT_Old depleted gene families"
"585","UniRef90_E6J2R2","Group","WT-Old",-1.15100456292587,0.216218071327054,2.79704065662002e-06,"GroupWT-Old",3.92446319821148e-05,51,51,"WT_Old depleted gene families"
"586","UniRef90_A0A2L0D595","Group","WT-Old",-1.23441219821131,0.232076376845485,2.83913850098435e-06,"GroupWT-Old",3.97673187987706e-05,51,50,"WT_Old depleted gene families"
"587","UniRef90_A0A3A4NF70","Group","WT-Old",-1.29922735696743,0.244343889870866,2.85653601515691e-06,"GroupWT-Old",3.99428409069981e-05,51,50,"WT_Old depleted gene families"
"590","UniRef90_A0A2U3RWP5","Group","WT-Old",-1.25525262433798,0.236702121801831,2.99808236357542e-06,"GroupWT-Old",4.17089153224187e-05,51,50,"WT_Old depleted gene families"
"592","UniRef90_A0A139P3W9","Group","WT-Old",-1.19895255865441,0.226237586400228,3.03486897621292e-06,"GroupWT-Old",4.20780482377629e-05,51,50,"WT_Old depleted gene families"
"593","UniRef90_A0A239SKX8","Group","WT-Old",-1.778123691362,0.335646916916623,3.05495847943736e-06,"GroupWT-Old",4.22851588519762e-05,51,49,"WT_Old depleted gene families"
"594","UniRef90_UPI00037251A4","Group","WT-Old",-1.07136030837519,0.202297553998569,3.07215030856618e-06,"GroupWT-Old",4.24515315365508e-05,51,50,"WT_Old depleted gene families"
"595","UniRef90_A0A0F2CKR2","Group","WT-Old",-1.11092885787021,0.209956732801059,3.12235782247342e-06,"GroupWT-Old",4.30727949695157e-05,51,50,"WT_Old depleted gene families"
"598","UniRef90_UPI000690C66E","Group","WT-Old",-1.59914188627774,0.302937482683546,3.25818871216404e-06,"GroupWT-Old",4.47210918886998e-05,51,49,"WT_Old depleted gene families"
"599","UniRef90_A0A0T8AD05","Group","WT-Old",-1.31247596772728,0.248697725822429,3.27373055294989e-06,"GroupWT-Old",4.48593996304051e-05,51,50,"WT_Old depleted gene families"
"600","UniRef90_A0A150NID3","Group","WT-Old",-1.24197120386156,0.235458615026531,3.30416030264621e-06,"GroupWT-Old",4.52009129402002e-05,51,50,"WT_Old depleted gene families"
"601","UniRef90_P0C0D6","Group","WT-Old",-1.38971736640619,0.263538145054375,3.31983792903484e-06,"GroupWT-Old",4.53398165083493e-05,51,49,"WT_Old depleted gene families"
"602","UniRef90_UPI0005E1868B","Group","WT-Old",-1.2932162953642,0.245309219526159,3.33721432673377e-06,"GroupWT-Old",4.55014205877588e-05,51,50,"WT_Old depleted gene families"
"603","UniRef90_A0A380KSG5","Group","WT-Old",-1.19463307653409,0.226699710831805,3.36136944131608e-06,"GroupWT-Old",4.57547601564219e-05,51,50,"WT_Old depleted gene families"
"604","UniRef90_A0A081QCW1","Group","WT-Old",-2.92854445875418,0.556251041644601,3.41797333350794e-06,"GroupWT-Old",4.64482203997238e-05,51,49,"WT_Old depleted gene families"
"605","UniRef90_A0A0U0KR50","Group","WT-Old",-1.15352284283801,0.219239279240012,3.4568839534035e-06,"GroupWT-Old",4.68439463000577e-05,51,50,"WT_Old depleted gene families"
"607","UniRef90_A0A0E9GFG3","Group","WT-Old",-1.28831748344523,0.245039912939085,3.50324963379539e-06,"GroupWT-Old",4.73717841749466e-05,51,51,"WT_Old depleted gene families"
"609","UniRef90_A0A139P6B3","Group","WT-Old",-1.14720584541517,0.218392312751898,3.55905880192197e-06,"GroupWT-Old",4.79683984337857e-05,51,50,"WT_Old depleted gene families"
"611","UniRef90_A0A0M9FJG7","Group","WT-Old",-1.13982529739467,0.21715134538661,3.60766627489384e-06,"GroupWT-Old",4.84643613491467e-05,51,50,"WT_Old depleted gene families"
"615","UniRef90_UPI00083423D7","Group","WT-Old",-1.29136277485159,0.246393875078981,3.70688846468174e-06,"GroupWT-Old",4.94733992164354e-05,51,50,"WT_Old depleted gene families"
"618","UniRef90_A0A139PK56","Group","WT-Old",-1.16886835703819,0.223516208445947,3.85664245564229e-06,"GroupWT-Old",5.12222027118316e-05,51,51,"WT_Old depleted gene families"
"619","UniRef90_A0A3E4UDP7","Group","WT-Old",-1.38355850643589,0.264660206668542,3.88013359100934e-06,"GroupWT-Old",5.14509475202014e-05,51,50,"WT_Old depleted gene families"
"620","UniRef90_W1UFF6","Group","WT-Old",-1.48682042444888,0.284620217544021,3.93085925229921e-06,"GroupWT-Old",5.2039504423987e-05,51,50,"WT_Old depleted gene families"
"621","UniRef90_A0A0E9GH30","Group","WT-Old",-1.23403494033143,0.236279348213927,3.94558905868344e-06,"GroupWT-Old",5.21503945147724e-05,51,49,"WT_Old depleted gene families"
"622","UniRef90_A0A1Y2ZDL8","Group","WT-Old",-1.32452962219588,0.253744855566107,3.98420221446925e-06,"GroupWT-Old",5.25760961034785e-05,51,51,"WT_Old depleted gene families"
"623","UniRef90_UPI00083D17EE","Group","WT-Old",-1.31636783479122,0.252215277917721,3.99378622523102e-06,"GroupWT-Old",5.2617973253124e-05,51,50,"WT_Old depleted gene families"
"624","UniRef90_W1UHK5","Group","WT-Old",-1.62271215675806,0.310968201578968,4.00697413518768e-06,"GroupWT-Old",5.27071213166994e-05,51,49,"WT_Old depleted gene families"
"625","UniRef90_UPI000CF6A432","Group","WT-Old",-1.27141775931429,0.243733553492453,4.03212053432442e-06,"GroupWT-Old",5.29530325531757e-05,51,49,"WT_Old depleted gene families"
"626","UniRef90_E6KMK7","Group","WT-Old",-1.29700338171112,0.24869878691946,4.04959856049341e-06,"GroupWT-Old",5.30976117963736e-05,51,50,"WT_Old depleted gene families"
"628","UniRef90_R0LGZ9","Group","WT-Old",-1.25549991324928,0.241035682017715,4.13882121817244e-06,"GroupWT-Old",5.40946569406997e-05,51,50,"WT_Old depleted gene families"
"629","UniRef90_A0A123SHE7","Group","WT-Old",-1.18372909663462,0.227301019016912,4.15314224368882e-06,"GroupWT-Old",5.41955350337008e-05,51,49,"WT_Old depleted gene families"
"630","UniRef90_UPI000B5885D4","Group","WT-Old",-2.23962675943059,0.430311287687767,4.19720766521787e-06,"GroupWT-Old",5.46836198668385e-05,51,50,"WT_Old depleted gene families"
"631","UniRef90_Q04JE2","Group","WT-Old",-1.25339210963715,0.240910970900366,4.2251872996935e-06,"GroupWT-Old",5.49609149855535e-05,51,50,"WT_Old depleted gene families"
"634","UniRef90_UPI0005317E3D","Group","WT-Old",-2.56320639216115,0.495173457903897,4.62220327273901e-06,"GroupWT-Old",5.98407641366589e-05,51,41,"WT_Old depleted gene families"
"635","UniRef90_E8K8Z5","Group","WT-Old",-1.43659794011255,0.277685598582553,4.66829078847774e-06,"GroupWT-Old",6.03422532154729e-05,51,50,"WT_Old depleted gene families"
"639","UniRef90_A0A1C9H8W9","Group","WT-Old",-1.21843344962825,0.236074539582317,4.86716255699221e-06,"GroupWT-Old",6.25190458024915e-05,51,50,"WT_Old depleted gene families"
"640","UniRef90_A0A100CYC2","Group","WT-Old",-1.08399736154032,0.210247759618819,4.95773317010639e-06,"GroupWT-Old",6.35829279066145e-05,51,49,"WT_Old depleted gene families"
"641","UniRef90_B2IM41","Group","WT-Old",-1.23257654004755,0.239099885442535,4.97023722166115e-06,"GroupWT-Old",6.36438488539699e-05,51,49,"WT_Old depleted gene families"
"644","UniRef90_B5A3F4","Group","WT-Old",-1.2262420371892,0.238357219266463,5.15134706345779e-06,"GroupWT-Old",6.56556781007167e-05,51,50,"WT_Old depleted gene families"
"645","UniRef90_Q3K3U5","Group","WT-Old",-1.20168905991253,0.233844883178131,5.25271087553316e-06,"GroupWT-Old",6.68437997928312e-05,51,51,"WT_Old depleted gene families"
"646","UniRef90_A0A150NG95","Group","WT-Old",-1.2276898334669,0.238986063667243,5.28412989679417e-06,"GroupWT-Old",6.71395328063259e-05,51,49,"WT_Old depleted gene families"
"647","UniRef90_J3JQ79","Group","WT-Old",-1.58661882283909,0.308919764345565,5.30312583990657e-06,"GroupWT-Old",6.72767494496957e-05,51,50,"WT_Old depleted gene families"
"651","UniRef90_A0A150NXQ1","Group","WT-Old",-1.5634859349965,0.304807760132652,5.42364528634588e-06,"GroupWT-Old",6.8382919370702e-05,51,50,"WT_Old depleted gene families"
"653","UniRef90_A0A150NT54","Group","WT-Old",-1.46714374185788,0.28619225928813,5.47906885057472e-06,"GroupWT-Old",6.88701334234568e-05,51,49,"WT_Old depleted gene families"
"655","UniRef90_A0A150NWR8","Group","WT-Old",-1.18674876603644,0.2316906574237,5.55979146895488e-06,"GroupWT-Old",6.95651956969233e-05,51,50,"WT_Old depleted gene families"
"656","UniRef90_A5LPZ2","Group","WT-Old",-1.43445749829484,0.280019054634128,5.54869097026325e-06,"GroupWT-Old",6.95651956969233e-05,51,49,"WT_Old depleted gene families"
"657","UniRef90_Q8DRX7","Group","WT-Old",-1.58361265189312,0.309201753309574,5.56944277052251e-06,"GroupWT-Old",6.95798877632401e-05,51,50,"WT_Old depleted gene families"
"658","UniRef90_A0A0B7M2D5","Group","WT-Old",-1.06337521574372,0.207687261535132,5.59862145978676e-06,"GroupWT-Old",6.97525641326019e-05,51,50,"WT_Old depleted gene families"
"659","UniRef90_A0A1Q8E8Z7","Group","WT-Old",-1.08861111362084,0.212619647322397,5.60026069242016e-06,"GroupWT-Old",6.97525641326019e-05,51,50,"WT_Old depleted gene families"
"660","UniRef90_J1DGG7","Group","WT-Old",-1.34946050612343,0.263754954046814,5.67020818058316e-06,"GroupWT-Old",7.0516770827616e-05,51,50,"WT_Old depleted gene families"
"661","UniRef90_A2TF53","Group","WT-Old",-1.02989756204026,0.201560380508669,5.8011842839718e-06,"GroupWT-Old",7.20364910784274e-05,51,50,"WT_Old depleted gene families"
"664","UniRef90_A0A0E9G9X9","Group","WT-Old",-1.48100531417864,0.290216122998981,5.93096253359388e-06,"GroupWT-Old",7.33152718008111e-05,51,50,"WT_Old depleted gene families"
"665","UniRef90_A0A060RJ19","Group","WT-Old",-1.40748639979943,0.275913737325157,5.96995778148504e-06,"GroupWT-Old",7.36863360457582e-05,51,51,"WT_Old depleted gene families"
"666","UniRef90_Q2V1R4","Group","WT-Old",-1.25339097235137,0.245783952563018,6.00287836751124e-06,"GroupWT-Old",7.39814198806791e-05,51,50,"WT_Old depleted gene families"
"667","UniRef90_A0A0T9ALM1","Group","WT-Old",-1.36431474091071,0.268040913521543,6.20211653946898e-06,"GroupWT-Old",7.63222976850996e-05,51,48,"WT_Old depleted gene families"
"668","UniRef90_UPI0009D9BDD4","Group","WT-Old",-1.07705319885316,0.211632932230262,6.21683680534523e-06,"GroupWT-Old",7.63889169135833e-05,51,51,"WT_Old depleted gene families"
"671","UniRef90_A5M8T9","Group","WT-Old",-1.1928310223411,0.234767037915947,6.39531477277594e-06,"GroupWT-Old",7.82306164753278e-05,51,49,"WT_Old depleted gene families"
"672","UniRef90_I2NLA5","Group","WT-Old",-1.43581523762692,0.282705861045581,6.44068066173602e-06,"GroupWT-Old",7.86683137969185e-05,51,49,"WT_Old depleted gene families"
"673","UniRef90_A0A072ESY6","Group","WT-Old",-2.43705528882319,0.480292884518595,6.54485622921745e-06,"GroupWT-Old",7.98219612621349e-05,51,44,"WT_Old depleted gene families"
"677","UniRef90_A0A356I982","Group","WT-Old",-1.26290680453348,0.249447567516365,6.80031680585487e-06,"GroupWT-Old",8.24475632828017e-05,51,50,"WT_Old depleted gene families"
"678","UniRef90_A0A2S2F791","Group","WT-Old",-1.18281194371861,0.233861802682312,6.91837209566204e-06,"GroupWT-Old",8.37551595297847e-05,51,50,"WT_Old depleted gene families"
"679","UniRef90_V6Z2N0","Group","WT-Old",-1.16076822914361,0.229695899249635,7.01851155414052e-06,"GroupWT-Old",8.48423311286972e-05,51,49,"WT_Old depleted gene families"
"680","UniRef90_UPI0009405028","Group","WT-Old",-1.14712847831121,0.227041067394402,7.04197683243208e-06,"GroupWT-Old",8.50008027067684e-05,51,49,"WT_Old depleted gene families"
"685","UniRef90_A0A139NBW7","Group","WT-Old",-1.30341986475152,0.258342510253772,7.21588610670186e-06,"GroupWT-Old",8.64642235968012e-05,51,48,"WT_Old depleted gene families"
"686","UniRef90_F9P6Q5","Group","WT-Old",-1.47391594560849,0.292451536470209,7.35044530628813e-06,"GroupWT-Old",8.7948185239086e-05,51,50,"WT_Old depleted gene families"
"687","UniRef90_F0ILD5","Group","WT-Old",-1.40315029997776,0.278717753917345,7.4901516544264e-06,"GroupWT-Old",8.94893228231905e-05,51,48,"WT_Old depleted gene families"
"688","UniRef90_U2ZPB1","Group","WT-Old",-2.43861492291811,0.484519813983386,7.52193596911386e-06,"GroupWT-Old",8.9738445398963e-05,51,50,"WT_Old depleted gene families"
"691","UniRef90_A0A0T9GST8","Group","WT-Old",-0.994093947230144,0.197982343583318,7.83199890702722e-06,"GroupWT-Old",9.30319059752235e-05,51,50,"WT_Old depleted gene families"
"694","UniRef90_W1XZS4","Group","WT-Old",-1.4245046197234,0.284202178344527,8.06959032445793e-06,"GroupWT-Old",9.54397656817733e-05,51,50,"WT_Old depleted gene families"
"695","UniRef90_F3UZQ4","Group","WT-Old",-1.26334042879594,0.252685308592678,8.42189222225063e-06,"GroupWT-Old",9.93202462072316e-05,51,51,"WT_Old depleted gene families"
"697","UniRef90_F3UEN2","Group","WT-Old",-1.27688954129042,0.255448834587708,8.45177309459508e-06,"GroupWT-Old",9.95296320809705e-05,51,48,"WT_Old depleted gene families"
"699","UniRef90_A0A0T9H2V3","Group","WT-Old",-1.13066239760539,0.226353008094554,8.55188695926634e-06,"GroupWT-Old",0.000100374992520612,51,50,"WT_Old depleted gene families"
"703","UniRef90_W1VT50","Group","WT-Old",-1.59467820949069,0.320270050514164,9.02581528516633e-06,"GroupWT-Old",0.000105382491978158,51,50,"WT_Old depleted gene families"
"704","UniRef90_A0A0D6DUA7","Group","WT-Old",-1.03401273278503,0.208050993002466,9.30973214085e-06,"GroupWT-Old",0.000108543013369456,51,50,"WT_Old depleted gene families"
"705","UniRef90_F2CFR1","Group","WT-Old",-1.28503568505172,0.258669348157773,9.37681762992537e-06,"GroupWT-Old",0.000109170098023301,51,50,"WT_Old depleted gene families"
"706","UniRef90_Q3K3L1","Group","WT-Old",-1.19399062773219,0.24066026849923,9.58670876492176e-06,"GroupWT-Old",0.000111455673572915,51,50,"WT_Old depleted gene families"
"708","UniRef90_F5VTV9","Group","WT-Old",-1.07391616599206,0.216578862926295,9.67662151091872e-06,"GroupWT-Old",0.000112183205313024,51,50,"WT_Old depleted gene families"
"709","UniRef90_UPI000991159D","Group","WT-Old",-0.958603621918597,0.193409378839557,9.74874023619698e-06,"GroupWT-Old",0.000112859886965733,51,50,"WT_Old depleted gene families"
"710","UniRef90_A0A1V0M7Y1","Group","WT-Old",-1.18534597270632,0.239230734101675,9.79892946695331e-06,"GroupWT-Old",0.000113281145161624,51,49,"WT_Old depleted gene families"
"711","UniRef90_A0A3E5D6V0","Group","WT-Old",-1.17479936027111,0.237151783556895,9.83325178019822e-06,"GroupWT-Old",0.000113518045867605,51,50,"WT_Old depleted gene families"
"713","UniRef90_E8JTR2","Group","WT-Old",-1.25659420162809,0.254149514730392,1.01526112487818e-05,"GroupWT-Old",0.000116876063295934,51,51,"WT_Old depleted gene families"
"714","UniRef90_UPI00076530F9","Group","WT-Old",-1.00367185571719,0.203143270305294,1.02766508929266e-05,"GroupWT-Old",0.000118138306063224,51,51,"WT_Old depleted gene families"
"715","UniRef90_A0A1E8GM36","Group","WT-Old",-1.13099081841617,0.229004088383042,1.03452347288103e-05,"GroupWT-Old",0.00011876040091479,51,49,"WT_Old depleted gene families"
"717","UniRef90_UPI000990EA34","Group","WT-Old",-1.72038482909876,0.348858000794509,1.06015217963689e-05,"GroupWT-Old",0.000121363027760943,51,49,"WT_Old depleted gene families"
"718","UniRef90_W1XUF2","Group","WT-Old",-1.15517288500051,0.234381543960043,1.07047580098979e-05,"GroupWT-Old",0.000122374169561618,51,51,"WT_Old depleted gene families"
"719","UniRef90_F5VUB4","Group","WT-Old",-1.2567488948519,0.25505668129411,1.07505982070429e-05,"GroupWT-Old",0.000122727274107661,51,48,"WT_Old depleted gene families"
"720","UniRef90_F9P7I4","Group","WT-Old",-1.37217849624299,0.27865034030557,1.08582588212e-05,"GroupWT-Old",0.00012378415056168,51,50,"WT_Old depleted gene families"
"724","UniRef90_A0A0M9FK77","Group","WT-Old",-1.32895574291883,0.270133344070381,1.10332081194871e-05,"GroupWT-Old",0.000125083663321478,51,51,"WT_Old depleted gene families"
"726","UniRef90_UPI000990DB40","Group","WT-Old",-0.919498921802151,0.187298853538559,1.14251593010101e-05,"GroupWT-Old",0.000129170396064312,51,50,"WT_Old depleted gene families"
"727","UniRef90_R0NBB9","Group","WT-Old",-1.22848538585064,0.250659862533545,1.17470197290978e-05,"GroupWT-Old",0.000132626599637461,51,48,"WT_Old depleted gene families"
"728","UniRef90_UPI00083CC878","Group","WT-Old",-1.33163533207324,0.271813526369579,1.18234988344529e-05,"GroupWT-Old",0.00013330670114449,51,48,"WT_Old depleted gene families"
"732","UniRef90_Q04IK6","Group","WT-Old",-1.09783758879489,0.224365766210083,1.2064791607797e-05,"GroupWT-Old",0.000135283892782511,51,50,"WT_Old depleted gene families"
"733","UniRef90_A0A0T8AC12","Group","WT-Old",-1.8745823349147,0.383303812553406,1.2165812385544e-05,"GroupWT-Old",0.000136096166030101,51,49,"WT_Old depleted gene families"
